	coach	race	mu	phi	value
183417	Daenoeris	Vampires	1250.38	147.352	882.0000000000001
129347	Viking	Goblins	1325.514	177.413	881.9814999999999
200974	frans	Chaos Pact	1373.662	196.673	881.9795
33266	crujach	Orc	1319.651	175.081	881.9485000000001
57869	Pouch	Dwarves	1342.553	184.246	881.9380000000001
22402	lodon_pain	Undead	1319.313	174.959	881.9155000000001
166379	Sabellida	Nurgle's Rotters	1198.655	126.718	881.8599999999999
40502	babelfish	Norse	1360.194	191.363	881.7864999999999
64708	konflyct	Chaos Dwarves	1452.685	228.392	881.7049999999999
34369	PetitePoire	Orc	1295.778	165.631	881.7005
9379	cartercaine	Humans	1284.274	161.046	881.6589999999999
8551	hidadante	Wood Elves	1331.071	179.766	881.656
78062	Ungrimmar	Lizardmen	1370.527	195.552	881.647
93203	WarriorR	High Elves	1479.878	239.303	881.6205
131652	El_Tim	Goblins	1393.789	204.877	881.5965
60825	Dublinrooster	Dwarves	1421.066	215.795	881.5785000000001
60658	racinguista	Dwarves	1317.568	174.413	881.5355
84290	WilburS	Dark Elves	1273.083	156.621	881.5305000000001
16957	joppie	Humans	1427.872	218.576	881.4320000000001
106025	khargos	Halflings	1221.639	136.092	881.4089999999999
139154	BeardyFluffbag	Necromantic	1339.799	183.396	881.309
126004	gbiolchini	Chaos	1277.892	158.65	881.267
90025	frizzo	Dark Elves	1262.783	152.61	881.2579999999998
109803	Mero	Amazons	1487.21	242.383	881.2525
100282	RedDawn_Junior	Halflings	1317.127	174.357	881.2345
100222	scotthabanero	Halflings	1183.718	120.999	881.2205000000001
180123	Mr_Frodo	Ogres	1180.783	119.849	881.1605
16386	qman	Humans	1291.203	164.021	881.1505
58661	LEGION	Dwarves	1411.923	212.31	881.148
62456	Mo_longbeards	Dwarves	1422.501	216.543	881.1434999999999
79513	petri	Lizardmen	1294.385	165.306	881.1199999999999
180646	raider888	Ogres	1348.186	186.843	881.0785
119679	kruker	Chaos	1369.74	195.474	881.0550000000001
140467	Krisix	Necromantic	1362.693	192.661	881.0405
39621	nikøø	Norse	1214.467	133.392	880.9870000000001
47142	Daenoeris	Skaven	1272.696	156.684	880.9859999999999
189814	Marvelhoeller	Vampires	1278.919	159.18	880.969
87541	Teppich	Dark Elves	1252.003	148.417	880.9604999999999
49451	greghagg	Skaven	1425.58	217.855	880.9425
214329	Pathfinder	Underworld	1317.476	174.647	880.8585000000002
29516	KhorneliusPraxx	Orc	1208.799	131.18	880.8489999999999
40926	Slaos	Norse	1361.683	192.342	880.828
88881	Cookie	Dark Elves	1283.587	161.112	880.807
39580	milkydaddy	Norse	1330.944	180.068	880.7739999999999
154885	GELD	Khemri	1342.101	184.552	880.7210000000001
25780	Ryuuk	Undead	1329.458	179.506	880.6930000000001
103808	Morggray	Halflings	1509.137	251.398	880.6419999999999
53073	noxino	Skaven	1255.249	149.848	880.629
59869	tommo	Dwarves	1207.043	130.603	880.5354999999998
115884	deathblader42	Amazons	1297.306	166.711	880.5285
19807	nitch64	Undead	1632.049	300.62	880.499
69950	JeanBibi	Chaos Dwarves	1354.997	189.828	880.4270000000001
2108	adjuster	Wood Elves	1407.887	210.986	880.422
86831	Lpasto	Dark Elves	1180.305	119.962	880.4000000000001
83440	JorisB	Dark Elves	1408.711	211.336	880.371
130694	mathias	Goblins	1322.744	176.958	880.3489999999999
179109	Ghost	Ogres	1195.45	126.054	880.315
31480	jumbored	Orc	1422.416	216.871	880.2384999999999
127989	Quetzal	Goblins	1249.124	147.559	880.2265
105865	candex	Halflings	1285.877	162.264	880.2169999999999
93194	Torious	High Elves	1452.733	229.037	880.1405
200119	Drexxl	Chaos Pact	1216.582	134.596	880.0920000000001
35060	JOHN_RAMBO	Orc	1329.926	179.936	880.0859999999999
135758	karmaslide	Goblins	1314.48	173.772	880.0500000000001
31928	Roglum	Orc	1355.604	190.223	880.0465
43844	JuiceboxJnr	Norse	1364.244	193.696	880.0039999999999
179471	Jazmin	Ogres	1162.691	113.081	879.9885
107804	Zedrenael	Halflings	1397.84	207.165	879.9274999999999
157095	Panic	Khemri	1371.766	196.747	879.8985
20687	primojike	Undead	1468.107	235.287	879.8895
6536	josdelo	Wood Elves	1351.284	188.561	879.8815000000001
31929	jarpox	Orc	1221.467	136.671	879.7895000000001
128768	fnord23	Goblins	1398.501	207.496	879.761
164898	shawass	Nurgle's Rotters	1441.102	224.555	879.7145
174222	Goldmember	Ogres	1304.813	170.064	879.6530000000001
120270	GhostDad	Chaos	1283.78	161.663	879.6225
45422	Eagle	Norse	1325.415	178.321	879.6125
85232	quietdominator	Dark Elves	1293.108	165.4	879.608
47743	zzarathos	Skaven	1293.04	165.386	879.575
201537	Ramtut_III	Chaos Pact	1273.575	157.601	879.5725
138388	clevercovex	Necromantic	1285.498	162.378	879.5530000000001
118755	thevoiceofjericho	Chaos	1345.18	186.256	879.5400000000001
61159	Anthony_Soprano	Dwarves	1415.421	214.363	879.5135
67291	Sr_Desague	Chaos Dwarves	1250.825	148.537	879.4825000000001
209575	Chatman	Underworld	1416.085	214.682	879.3800000000001
199094	godfather	Slann	1465.81	234.581	879.3575
9627	A_Rennox	Humans	1435.168	222.326	879.353
31147	MarkWright	Orc	1343.785	185.776	879.345
13343	Gayje	Humans	1313.273	173.574	879.3379999999999
33111	Bohemyus	Orc	1367.596	195.309	879.3235
132380	bluedaybreak	Goblins	1301.683	168.969	879.2605
159333	Abohrash	Khemri	1217.41	135.266	879.2450000000001
22126	JF_Parent	Undead	1294.719	166.193	879.2365
116818	SirToggo	Amazons	1443.588	225.759	879.1905
118913	Strauts	Chaos	1360.368	192.479	879.1705
132407	Annachie	Goblins	1288.258	163.64	879.1580000000001
101751	Rameteh	Halflings	1360.153	192.4	879.153
87292	Raykieboy	Dark Elves	1230.249	140.453	879.1165000000001
81667	Papa_Ours	Lizardmen	1296.91	167.126	879.095
25202	Tybo	Undead	1297.177	167.234	879.0919999999999
98714	Grantbotting	High Elves	1202.567	129.391	879.0895
55742	count_the_seven	Dwarves	1404.289	210.084	879.079
53223	SirToggo	Skaven	1662.309	313.353	878.9264999999999
109203	stelacero	Amazons	1245.328	146.561	878.9254999999999
32599	TSL	Orc	1357.102	191.282	878.897
63789	AngryHobbit	Chaos Dwarves	1214.536	134.257	878.8935
33840	Mirkino	Orc	1301.828	169.176	878.888
107762	Dieseluk	Halflings	1259.287	152.172	878.857
105687	skavena	Halflings	1332.679	181.534	878.844
209415	JBdemon	Underworld	1238.452	143.917	878.6595
9070	Curufinwe	Wood Elves	1385.616	202.792	878.636
40136	g13	Norse	1387.834	203.681	878.6315
35013	Hatack	Orc	1291.133	165.011	878.6055000000001
113030	Sturmhardt	Amazons	1350.466	188.75	878.5909999999999
87465	rahzeem	Dark Elves	1298.589	168.022	878.534
103226	Mr_Pan	Halflings	1377.712	199.675	878.5245
120811	_lucas_	Chaos	1370.639	196.848	878.5189999999999
119872	Greenflashlite	Chaos	1431.372	221.151	878.4945
105214	The_little_one	Halflings	1293.418	165.97	878.4929999999999
5883	Hela	Wood Elves	1311.543	173.232	878.463
138670	Ty_lepko	Necromantic	1283.964	162.206	878.449
105248	PowderMonkey	Halflings	1260.884	153.019	878.3365
206632	renan-court	Chaos Pact	1442.233	225.573	878.3004999999999
134230	holleb	Goblins	1263.262	153.991	878.2845
89301	Mad_Cat	Dark Elves	1379.955	200.684	878.2449999999999
177951	coachclyde	Ogres	1274.989	158.698	878.244
100249	andswin	Halflings	1177.136	119.595	878.1485
103108	Bosley	Halflings	1348.137	188.002	878.132
90395	Kahedrin	Dark Elves	1367.541	195.765	878.1285
31109	EricNelsen	Orc	1440.694	225.034	878.1089999999999
163643	CoachRattenfetza	Nurgle's Rotters	1297.94	167.937	878.0975000000001
119641	Lowny	Chaos	1331.781	181.489	878.0584999999999
67339	Sternenstaub	Chaos Dwarves	1251.247	149.287	878.0295000000001
67440	bhall	Chaos Dwarves	1428.352	220.211	877.8245000000001
138489	nfa	Necromantic	1380.949	201.266	877.7840000000001
166037	mrcrosen	Nurgle's Rotters	1407.14	211.751	877.7625
32654	Druss	Orc	1441.55	225.52	877.7499999999999
58535	grimfoe	Dwarves	1290.596	165.159	877.6985
53180	smalls	Skaven	1349.345	188.684	877.635
128645	aagueci	Goblins	1402.369	209.899	877.6215
45679	Linke	Skaven	1398.11	208.213	877.5774999999999
47178	ronw1972	Skaven	1279.793	160.908	877.5229999999999
3191	dbltap	Wood Elves	1364.86	194.935	877.5224999999999
48132	Tommy_Mac	Skaven	1428.162	220.268	877.4920000000001
77038	LoveMunkey	Lizardmen	1240.521	145.229	877.4485
122956	Nik_the_Pig	Chaos	1263.973	154.627	877.4055
50930	jg8489	Skaven	1379.131	200.692	877.4010000000001
2663	Pablometal	Wood Elves	1227.836	140.212	877.306
4408	dBowler	Wood Elves	1402.778	210.189	877.3055
87409	Mernas	Dark Elves	1402.778	210.189	877.3055
57864	kar2nr	Dwarves	1259.031	152.691	877.3035
145727	Hangman	Elves	1493.951	246.659	877.3035
36049	toban	Orc	1416.459	215.671	877.2815
46152	DamianAshby	Skaven	1331.149	181.55	877.2739999999999
65356	NightMan	Chaos Dwarves	1555.888	271.446	877.2729999999999
122085	Benji	Chaos	1330.207	181.176	877.2670000000002
162485	hemlighallaren	Khemri	1339.322	184.839	877.2244999999999
30526	cobolfreak	Orc	1293.069	166.367	877.1514999999999
36730	Korven	Norse	1500.0	249.146	877.135
14360	pepepakpipo	Humans	1323.723	178.644	877.1129999999999
89242	fishsticks	Dark Elves	1380.021	201.185	877.0585
80168	Poppel	Lizardmen	1249.565	149.015	877.0275000000001
55313	valvin	Dwarves	1304.937	171.183	876.9794999999999
127243	Korinth74	Goblins	1276.121	159.659	876.9735000000001
141560	A.R.E.S.	Necromantic	1415.158	215.274	876.973
105791	Bohemyus	Halflings	1365.065	195.237	876.9725000000001
214774	Doc_Grotznik	Underworld	1273.045	158.47	876.8700000000001
127608	morticue	Goblins	1220.176	137.323	876.8684999999999
46982	Johny_apples	Skaven	1290.28	165.375	876.8425
40877	Eclipse	Norse	1376.584	199.935	876.7465000000001
19850	macfadyen	Undead	1296.184	167.787	876.7165
143859	Ocelot_III	Necromantic	1338.007	184.528	876.6870000000001
151472	wickeddocvoodoo	Elves	1515.576	255.559	876.6785
116378	Justin_Kase	Amazons	1289.988	165.344	876.628
69432	jrock	Chaos Dwarves	1377.219	200.258	876.5740000000001
88494	Nardo	Dark Elves	1269.56	157.212	876.53
40487	ChenZhen	Norse	1399.139	209.064	876.4789999999999
95056	Uhiellf	High Elves	1376.77	200.117	876.4775
65686	jaytee	Chaos Dwarves	1271.647	158.069	876.4745
180717	HeavyJunk67	Ogres	1353.367	190.787	876.3995
13546	MexicanChilli	Humans	1312.233	174.342	876.3779999999999
33417	Hornorc	Orc	1171.747	118.155	876.3595
49076	Flynn	Skaven	1352.25	190.358	876.355
118458	mikafreak	Chaos	1498.49	248.854	876.355
164329	Quetzal	Nurgle's Rotters	1388.726	204.957	876.3335000000002
6056	orkfrau	Wood Elves	1365.853	195.81	876.3280000000001
88208	Jmata	Dark Elves	1327.123	180.335	876.2855
87500	Veruca	Dark Elves	1329.56	181.317	876.2674999999999
58581	Niuwaydah	Dwarves	1312.722	174.604	876.212
28109	inge	Orc	1274.148	159.197	876.1554999999998
210178	darkshadow	Underworld	1321.381	178.096	876.1410000000001
77528	Loulou	Lizardmen	1513.574	254.975	876.1365000000001
65337	Medieval	Chaos Dwarves	1292.348	166.52	876.048
16333	Il_Farao	Humans	1385.346	203.741	875.9935
28581	Israel2121	Orc	1365.151	195.685	875.9385000000001
200221	Tank15	Chaos Pact	1270.361	157.77	875.9360000000001
70149	JM	Chaos Dwarves	1426.72	220.349	875.8475000000001
44914	DrDave	Norse	1270.857	158.02	875.807
161065	dams	Khemri	1451.687	230.359	875.7894999999999
90322	neker	Dark Elves	1267.618	156.749	875.7455
52609	inkpwn	Skaven	1316.921	176.478	875.726
123034	Libérateur	Chaos	1439.353	225.453	875.7205
147945	expalphalog	Elves	1417.452	216.717	875.6595
64763	paralla6	Chaos Dwarves	1257.965	152.964	875.555
188742	Corvidius	Vampires	1325.42	179.951	875.5425
33610	JeanBibi	Orc	1344.9	187.759	875.5025
29556	BennyRoberts	Orc	1500.0	249.799	875.5024999999999
119146	tygerram	Chaos	1298.551	169.227	875.4834999999999
56758	kalhas	Dwarves	1292.611	166.863	875.4535000000001
180484	Zedrenael	Ogres	1280.664	162.091	875.4365
30923	Farhan	Orc	1473.532	239.281	875.3294999999999
87040	pepepakpipo	Dark Elves	1369.497	197.68	875.297
120880	ragnar25	Chaos	1526.712	260.568	875.292
149749	CavemanDev	Elves	1323.815	179.412	875.2850000000001
70581	NufflesMom	Chaos Dwarves	1459.657	233.756	875.2669999999999
125065	Balbaroy	Chaos	1511.582	254.541	875.2295000000001
80193	Chilblain	Lizardmen	1333.429	183.286	875.214
158534	King-Nerd	Khemri	1324.068	179.544	875.208
156575	Sinkhole	Khemri	1257.469	152.912	875.1890000000001
16320	Anakin	Humans	1290.828	166.26	875.178
55291	Kalmet	Dwarves	1270.018	157.974	875.0830000000001
28008	El_Tie	Orc	1384.915	203.934	875.0799999999999
53985	Have11toes	Skaven	1439.206	225.676	875.016
42591	artus	Norse	1217.225	136.892	874.9949999999999
60403	GPSDwarf42	Dwarves	1474.799	239.925	874.9865
208993	Lord_buba	Underworld	1293.007	167.227	874.9395000000001
111105	Elfman	Amazons	1336.611	184.675	874.9235000000001
31231	Guille	Orc	1272.076	158.863	874.9185
41807	humboldt123	Norse	1421.885	218.793	874.9024999999999
88283	Tomba	Dark Elves	1375.208	200.126	874.893
61954	dcb27	Dwarves	1527.516	261.053	874.8835000000001
14121	pallinar	Humans	1518.805	257.572	874.875
11416	mcrwtelly	Humans	1371.781	198.776	874.8409999999999
143239	malki	Necromantic	1305.499	172.267	874.8315
129775	expalphalog	Goblins	1331.027	182.48	874.827
152982	Kool	Elves	1430.623	222.327	874.8055
154341	Gaijin	Elves	1366.796	196.803	874.7885000000001
81955	Sran_isback	Dark Elves	1232.573	143.116	874.7830000000001
159305	Jose	Khemri	1349.915	190.083	874.7075
33875	dams	Orc	1646.496	308.716	874.7060000000001
169378	Thorson	Nurgle's Rotters	1252.011	150.926	874.696
7031	Bosk	Wood Elves	1402.32	211.057	874.6775
17456	tekaa	Humans	1423.46	219.527	874.6425
167744	Wonder	Nurgle's Rotters	1414.628	216.008	874.608
55108	Grumparsch	Dwarves	1522.95	259.343	874.5925
13851	Bathtub	Humans	1396.894	208.931	874.5665
206613	Fantomas	Chaos Pact	1271.08	158.621	874.5274999999999
46900	corsair321	Skaven	1412.588	215.236	874.498
1763	Andrea.Annali	Wood Elves	1372.64	199.267	874.4725000000001
35566	frothloop	Orc	1372.325	199.142	874.47
20169	brt	Undead	1419.496	218.013	874.4635000000001
89458	Dragoonsheart	Dark Elves	1434.046	223.852	874.416
153144	buriana	Elves	1334.893	184.193	874.4105
130886	Sr_Desague	Goblins	1352.362	191.182	874.4070000000002
42058	Bulldog	Norse	1245.729	148.554	874.344
56567	JamesK	Dwarves	1311.491	174.875	874.3035
131689	Clipper	Goblins	1343.129	187.538	874.2839999999999
91146	circusbear	High Elves	1234.213	144.0	874.213
69834	jammydodger	Chaos Dwarves	1354.715	192.207	874.1975
28023	Painted_by_G	Orc	1238.678	145.807	874.1605000000002
110634	Psit	Amazons	1344.576	188.185	874.1135
7967	mrblack	Wood Elves	1301.664	171.05	874.039
103509	ManticoreRich	Halflings	1245.744	148.682	874.039
119076	Herodes	Chaos	1465.021	236.394	874.036
209621	PurpleSaurus	Underworld	1311.367	174.943	874.0094999999999
134486	Spaki	Goblins	1295.647	168.672	873.9669999999999
35610	hellx	Orc	1366.236	196.933	873.9035000000001
44345	cippo	Norse	1430.802	222.766	873.887
97035	Nobby	High Elves	1348.979	190.046	873.864
28523	Unrepentant	Orc	1349.255	190.181	873.8025
60692	Lanky316	Dwarves	1287.975	165.673	873.7924999999999
174749	LordOrc	Ogres	1227.405	141.451	873.7774999999999
85690	Napes	Dark Elves	1505.725	252.795	873.7375
46391	Yastobaal	Skaven	1363.367	195.871	873.6895
31030	ApatheticRooster	Orc	1163.372	115.897	873.6295
93919	Aweell	High Elves	1331.953	183.344	873.593
124898	Malvedor	Chaos	1375.1	200.608	873.5799999999999
51192	LRO_DEMONS	Skaven	1285.206	164.664	873.5459999999999
47379	Niels	Skaven	1368.739	198.078	873.5440000000001
83837	bpagano1999	Dark Elves	1236.111	145.037	873.5185000000001
10101	tigger65	Humans	1238.299	145.924	873.489
13680	willz	Humans	1402.465	211.591	873.4875
153391	raider888	Elves	1401.322	211.14	873.472
207986	flywhiteguye	Chaos Pact	1427.872	221.783	873.4145000000001
15777	potombo	Humans	1289.903	166.608	873.383
36028	McSnaga	Orc	1500.0	250.668	873.3299999999999
106349	Wee_Bri	Halflings	1500.0	250.668	873.3299999999999
103684	MightyYruHa	Halflings	1376.93	201.452	873.3000000000001
180124	Guille_VII	Ogres	1193.328	128.03	873.2529999999999
144183	ivan-hr	Necromantic	1343.412	188.079	873.2145
35470	Birdmoon	Orc	1356.27	193.225	873.2075
194267	jofro	Slann	1329.462	182.504	873.202
88335	The.tok	Dark Elves	1332.253	183.622	873.1979999999999
12036	gazzeroo	Humans	1312.736	175.817	873.1935000000001
25015	Zatohitxy	Undead	1347.345	189.664	873.1850000000001
36823	pastaga	Norse	1429.996	222.727	873.1785000000001
142967	potombo	Necromantic	1322.9	179.899	873.1525000000001
49634	Feu_Follet	Skaven	1268.047	157.961	873.1445
112285	SaraLynne	Amazons	1378.221	202.033	873.1385
12374	Borzag	Humans	1291.58	167.391	873.1025
44265	Alberto	Norse	1300.839	171.107	873.0715
57016	Parra	Dwarves	1504.264	252.503	873.0065
66879	Dethklaat	Chaos Dwarves	1339.316	186.529	872.9935
95732	Felk	High Elves	1491.592	247.466	872.9270000000001
22661	Pacasso	Undead	1309.761	174.74	872.911
14493	cubbyg	Humans	1420.237	218.933	872.9045000000001
92515	dlb1969	High Elves	1500.0	250.884	872.7900000000001
102133	Vorner	Halflings	1500.0	250.884	872.7900000000001
47656	AnthonyTBBF	Skaven	1500.0	250.884	872.7900000000001
62698	Talus	Dwarves	1500.0	250.884	872.7900000000001
42188	Thorson	Norse	1355.364	193.03	872.789
5405	Roman_Algarond	Wood Elves	1329.879	182.863	872.7214999999999
102764	maencio	Halflings	1381.586	203.551	872.7085000000001
38897	Spectre	Norse	1405.388	213.086	872.6729999999999
141824	Erdhorn	Necromantic	1304.474	172.737	872.6315
41574	skrolk	Norse	1421.15	219.438	872.5550000000001
110679	TAMLATOY	Amazons	1405.975	213.371	872.5474999999999
55562	Bileman	Dwarves	1345.163	189.077	872.4705
60161	Reckless	Dwarves	1187.777	126.125	872.4645
90441	yeash	Dark Elves	1310.127	175.098	872.382
82974	blood	Dark Elves	1430.126	223.11	872.3509999999999
32290	coach_attilius	Orc	1398.805	210.59	872.33
59158	BobEsponja	Dwarves	1343.75	188.568	872.3299999999999
117319	JakobP	Amazons	1333.831	184.639	872.2334999999998
17992	BenH218	Humans	1406.625	213.757	872.2325
11935	kungfupanda	Humans	1292.764	168.214	872.2289999999999
54721	alejandrosparano	Dwarves	1427.597	222.17	872.172
111337	BabyB199513	Amazons	1246.469	149.733	872.1365000000001
217815	Shipley_Dancing_Man	Underworld	1219.689	139.024	872.1290000000001
29486	AnthonyTBBF	Orc	1377.07	201.98	872.1199999999999
190359	adamcieslicki	Vampires	1320.521	179.396	872.031
61847	vegeta021	Dwarves	1443.214	228.508	871.944
129452	ninjahamster	Goblins	1244.437	149.017	871.8944999999999
123441	coachclyde	Chaos	1285.095	165.284	871.885
134449	Sleyo	Goblins	1622.497	300.269	871.8245000000001
29013	Nasib	Orc	1455.588	233.508	871.818
196121	coachclyde	Slann	1291.909	168.053	871.7765000000002
107843	ivan-hr	Halflings	1317.748	178.408	871.7280000000001
90259	zegroumf	Dark Elves	1357.713	194.395	871.7255
57080	firedept	Dwarves	1605.164	293.378	871.719
197879	Dent	Slann	1364.81	197.246	871.6949999999999
9798	bashersmasher	Humans	1250.336	151.463	871.6785
176141	Winged_Human	Ogres	1300.146	171.387	871.6785
50632	Nagz	Skaven	1390.783	207.645	871.6704999999998
62092	The_Captain	Dwarves	1445.767	229.647	871.6495000000001
185630	Obi_Wan	Vampires	1239.976	147.369	871.5535000000001
39522	Greeve	Norse	1357.644	194.462	871.489
52082	Batavia	Skaven	1601.048	291.839	871.4505
198911	Arnal	Slann	1345.874	189.79	871.3990000000001
40846	Corktronomus	Norse	1384.707	205.339	871.3595000000001
119170	AdmiralAndy	Chaos	1423.883	221.014	871.348
157774	Twolf1369	Khemri	1383.158	204.728	871.3379999999999
90312	Wulfgar	Dark Elves	1362.93	196.64	871.3300000000002
75916	Lipschitzz	Lizardmen	1401.009	211.885	871.2965
31703	Ivan	Orc	1441.297	228.018	871.2520000000001
41357	taprolano	Norse	1319.72	179.394	871.235
179646	Bosk	Ogres	1160.379	115.716	871.0889999999999
34599	Cmding_Lt_William_Bligh	Orc	1258.603	155.042	870.998
49113	Hermi	Skaven	1482.525	244.641	870.9225000000001
153358	Halas	Elves	1354.362	193.382	870.907
36691	Tank15	Norse	1303.442	173.017	870.8995
146746	bakdal	Elves	1308.792	175.178	870.847
62138	Instructor	Dwarves	1374.515	201.468	870.8450000000001
107832	lafirma	Halflings	1355.322	193.797	870.8294999999998
5253	davidelmistico	Wood Elves	1421.934	220.455	870.7964999999999
12016	Henkar	Humans	1301.243	172.217	870.7004999999999
40134	Cappendish	Norse	1340.468	187.911	870.6905
15990	coachbb	Humans	1484.121	245.374	870.6860000000001
